"title","category","location","description","keywords","start_date","start_time","end_date","end_time","alarm","recur_type","recur_end_date","recur_interval","recur_data"
"MOSY-UE","StundenplanTW","HS_F4.22","Stundenplan
MOSY
WallerDa
BIF-3C 
HS_F4.22","Stundenplan","08.10.2019","13:35:00","08.10.2019","15:15:00",,,,,
"AI-UE","StundenplanTW","EDV_F1.02","Stundenplan
AI
RedlChr / SpielvCl
BIF-3C 
EDV_F1.02","Stundenplan","08.10.2019","15:15:00","08.10.2019","16:55:00",,,,,
"INN1-PRJ","StundenplanTW","HS_A1.04B","Stundenplan
INN1
DolezaDo / EckkraFl / EckkraFl / FidiHe / FidiHe / FidiHe / GeyerSy / GeyerSy / GeyerSy / HummelMi / MenseAl / MenseAl / MenseAl / MoedriFe / MoedriFe / MoedriFe / Paminger / Paminger / Paminger / RaabGe / RedlChr / RedlChr / RedlChr / RichteGe / RichteGe / RichteGe / RohatsLu / RohatsLu / RohatsLu / UrbauePh / WagnerJo / WagnerJo / WagnerJo
BIF-3C 
HS_A1.04B","Stundenplan","09.10.2019","09:40:00","09.10.2019","12:05:00",,,,,
"DAS-UE","StundenplanTW","EDV_A6.09","Stundenplan
DAS
MenseAl
BIF-3C 
EDV_A6.09","Stundenplan","09.10.2019","14:30:00","09.10.2019","16:00:00",,,,,
"SWE-VO","StundenplanTW","HS_A1.05","Stundenplan
SWE
ZaczekAr
BIF-3C 
HS_A1.05","Stundenplan","10.10.2019","08:00:00","10.10.2019","09:30:00",,,,,
"SWE-UE","StundenplanTW","EDV_F1.02","Stundenplan
SWE
HofmanAl / ZaczekAr
BIF-3C 
EDV_F1.02","Stundenplan","10.10.2019","09:40:00","10.10.2019","11:10:00",,,,,
"VSYS-UE","StundenplanTW","EDV_A6.10","Stundenplan
VSYS
PfeiffRe / RongitTh
BIF-3C 
EDV_A6.10","Stundenplan","10.10.2019","16:10:00","10.10.2019","17:40:00",,,,,
"AI-VO","StundenplanTW","HS_F2.03","Stundenplan
AI
RedlChr
BIF-3C 
HS_F2.03","Stundenplan","14.10.2019","09:40:00","14.10.2019","11:10:00",,,,,
"AIT-SE","StundenplanTW","SEM_B2.05","Stundenplan
AIT
SawczyNi
BIF-3C1
SEM_B2.05","Stundenplan","14.10.2019","12:05:00","14.10.2019","15:15:00",,,,,
"WH/komm.Pr","StundenplanTW","EDV_A2.06","Stundenplan
WH/komm.Pr
bachinge
if-3C
EDV_A2.06","Stundenplan","14.10.2019","17:50:00","14.10.2019","19:20:00",,,,,
"DAS-VO","StundenplanTW","HS_A1.05","Stundenplan
DAS
MenseAl
BIF-3C 
HS_A1.05","Stundenplan","15.10.2019","16:10:00","15.10.2019","17:40:00",,,,,
"Mathe 2","StundenplanTW","HS_A1.05","Stundenplan
Mathe 2
simeonov
if-3
HS_A1.05","Stundenplan","15.10.2019","17:50:00","15.10.2019","19:20:00",,,,,
"WH/komm.Pr","StundenplanTW","EDV_A6.08","Stundenplan
WH/komm.Pr
docsekm
if-3C
EDV_A6.08","Stundenplan","16.10.2019","10:25:00","16.10.2019","12:05:00",,,,,
"WH/komm.Pr","StundenplanTW","UEB_B2.01","Stundenplan
WH/komm.Pr
felleitn
if-3C
UEB_B2.01","Stundenplan","16.10.2019","12:05:00","16.10.2019","13:35:00",,,,,
"MOSY-VO","StundenplanTW","HS_A1.04A","Stundenplan
MOSY
WallerDa
BIF-3C 
HS_A1.04A","Stundenplan","17.10.2019","10:25:00","17.10.2019","12:05:00",,,,,
"DBS-VO","StundenplanTW","HS_F2.01","Stundenplan
DBS
DocsekMa
BIF-3C 
HS_F2.01","Stundenplan","17.10.2019","14:30:00","17.10.2019","16:00:00",,,,,
"SWE-UE","StundenplanTW","EDV_A2.06","Stundenplan
SWE
PetzMa / WallisBe
BIF-3C 
EDV_A2.06","Stundenplan","17.10.2019","16:10:00","17.10.2019","17:40:00",,,,,
"VSYS-VO","StundenplanTW","HS_A1.04A","Stundenplan
VSYS
NimmerAl
BIF-3C 
HS_A1.04A","Stundenplan","17.10.2019","17:50:00","17.10.2019","19:20:00",,,,,
"MAT-UE","StundenplanTW","UEB_A1.07","Stundenplan
MAT
PorcheFr
BIF-3C 
UEB_A1.07","Stundenplan","18.10.2019","08:00:00","18.10.2019","09:30:00",,,,,
"MAT-VO","StundenplanTW","HS_A1.05","Stundenplan
MAT
SimeonEm
BIF-3C 
HS_A1.05","Stundenplan","21.10.2019","08:00:00","21.10.2019","09:30:00",,,,,
"DBS-UE","StundenplanTW","EDV_F1.01","Stundenplan
DBS
DocsekMa / WottawFr
BIF-3C 
EDV_F1.01","Stundenplan","21.10.2019","13:35:00","21.10.2019","15:15:00",,,,,
"AI-UE","StundenplanTW","EDV_F1.02","Stundenplan
AI
RedlChr / SpielvCl
BIF-3C 
EDV_F1.02","Stundenplan","21.10.2019","15:15:00","21.10.2019","16:55:00",,,,,
"MAT-VO","StundenplanTW","HS_A1.04A","Stundenplan
MAT
SimeonEm
BIF-3C 
HS_A1.04A","Stundenplan","23.10.2019","12:05:00","23.10.2019","13:35:00",,,,,
"MOSY-UE","StundenplanTW","UEB_A1.08","Stundenplan
MOSY
WallerDa
BIF-3C 
UEB_A1.08","Stundenplan","23.10.2019","13:35:00","23.10.2019","15:15:00",,,,,
"SWE-VO","StundenplanTW","HS_A1.05","Stundenplan
SWE
ZaczekAr
BIF-3C 
HS_A1.05","Stundenplan","24.10.2019","08:00:00","24.10.2019","09:30:00",,,,,
"SWE-UE","StundenplanTW","EDV_F1.03","Stundenplan
SWE
HofmanAl / ZaczekAr
BIF-3C 
EDV_F1.03","Stundenplan","24.10.2019","09:40:00","24.10.2019","11:10:00",,,,,
"DAS-UE","StundenplanTW","EDV_A2.06","Stundenplan
DAS
MenseAl
BIF-3C 
EDV_A2.06","Stundenplan","24.10.2019","11:20:00","24.10.2019","12:50:00",,,,,
"PJM2-UE","StundenplanTW","HS_A3.13","Stundenplan
PJM2
SchweiSv
BIF-3C 
HS_A3.13","Stundenplan","24.10.2019","14:30:00","24.10.2019","16:00:00",,,,,
"MAT-UE","StundenplanTW","UEB_A1.07","Stundenplan
MAT
PorcheFr
BIF-3C 
UEB_A1.07","Stundenplan","25.10.2019","08:00:00","25.10.2019","09:30:00",,,,,
"VSYS-UE","StundenplanTW","EDV_A2.07","Stundenplan
VSYS
PfeiffRe / RongitTh
BIF-3C 
EDV_A2.07","Stundenplan","25.10.2019","09:40:00","25.10.2019","11:10:00",,,,,
"WH/komm.Pr","StundenplanTW","EDV_A6.08","Stundenplan
WH/komm.Pr
pfeiffer
if-3C
EDV_A6.08","Stundenplan","25.10.2019","11:20:00","25.10.2019","12:50:00",,,,,
"ETS-SE","StundenplanTW","HS_F4.01","Stundenplan
ETS
Van DaMa
BIF-3C1
HS_F4.01","Stundenplan","28.10.2019","12:50:00","28.10.2019","14:20:00",,,,,
"WH/komm.Pr","StundenplanTW","EDV_A5.10","Stundenplan
WH/komm.Pr
pohn
if-3C
EDV_A5.10","Stundenplan","28.10.2019","16:10:00","28.10.2019","17:40:00",,,,,
"SWE-UE","StundenplanTW","EDV_A2.06","Stundenplan
SWE
PetzMa / WallisBe
BIF-3C 
EDV_A2.06","Stundenplan","29.10.2019","08:45:00","29.10.2019","10:25:00",,,,,
"AI-VO","StundenplanTW","HS_A1.04A","Stundenplan
AI
RedlChr
BIF-3C 
HS_A1.04A","Stundenplan","29.10.2019","12:05:00","29.10.2019","13:35:00",,,,,
"DBS-VO","StundenplanTW","HS_F2.03","Stundenplan
DBS
DocsekMa
BIF-3C 
HS_F2.03","Stundenplan","29.10.2019","14:30:00","29.10.2019","16:00:00",,,,,
"MOSY-VO","StundenplanTW","HS_F2.03","Stundenplan
MOSY
WallerDa
BIF-3C 
HS_F2.03","Stundenplan","30.10.2019","10:25:00","30.10.2019","12:05:00",,,,,
"VSYS-VO","StundenplanTW","HS_A1.05","Stundenplan
VSYS
NimmerAl
BIF-3C 
HS_A1.05","Stundenplan","30.10.2019","12:05:00","30.10.2019","13:35:00",,,,,
"DAS-VO","StundenplanTW","HS_F0.02","Stundenplan
DAS
MenseAl
BIF-3C 
HS_F0.02","Stundenplan","30.10.2019","13:35:00","30.10.2019","14:20:00",,,,,
"INN1-PRJ","StundenplanTW","HS_F0.02","Stundenplan
INN1
DolezaDo / EckkraFl / EckkraFl / FidiHe / FidiHe / FidiHe / GeyerSy / GeyerSy / GeyerSy / HummelMi / MenseAl / MenseAl / MenseAl / MoedriFe / MoedriFe / MoedriFe / Paminger / Paminger / Paminger / RaabGe / RedlChr / RedlChr / RedlChr / RichteGe / RichteGe / RichteGe / RohatsLu / RohatsLu / RohatsLu / UrbauePh / WagnerJo / WagnerJo / WagnerJo / WahlHa
BIF-3C 
HS_F0.02","Stundenplan","30.10.2019","15:15:00","30.10.2019","17:40:00",,,,,
"MAT-VO","StundenplanTW","HS_A1.04A","Stundenplan
MAT
SimeonEm
BIF-3C 
HS_A1.04A","Stundenplan","31.10.2019","09:40:00","31.10.2019","11:10:00",,,,,
"PJM2-UE","StundenplanTW","HS_A3.15","Stundenplan
PJM2
SchweiSv
BIF-3C 
HS_A3.15","Stundenplan","31.10.2019","11:20:00","31.10.2019","12:50:00",,,,,
"TUSWE1-TUT","StundenplanTW","EDV_A5.08","Stundenplan
TUSWE1
GebaueJe
BIF-3C 
EDV_A5.08","Stundenplan","04.11.2019","11:20:00","04.11.2019","12:50:00",,,,,
"AI-UE","StundenplanTW","EDV_A2.06","Stundenplan
AI
RedlChr / SpielvCl
BIF-3C 
EDV_A2.06","Stundenplan","04.11.2019","14:30:00","04.11.2019","16:00:00",,,,,
"DBS-UE","StundenplanTW","EDV_A2.07","Stundenplan
DBS
DocsekMa / WottawFr
BIF-3C 
EDV_A2.07","Stundenplan","04.11.2019","16:10:00","04.11.2019","17:40:00",,,,,
